timestamp_America_Phoenix,gpu_temp_c,sm_clock,memory_clock,power,utilization,sw_thermal_slowdown,hw_thermal_slowdown,sw_power_cap
2026/09/08 00:01:44.738,77,2424 MHz,[N/A],69.01 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:01:49.739,77,2385 MHz,[N/A],70.39 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:01:54.739,71,2437 MHz,[N/A],48.78 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:01:59.740,71,2437 MHz,[N/A],49.17 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:02:09.742,77,2398 MHz,[N/A],75.36 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:02:14.743,72,2411 MHz,[N/A],59.27 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:02:19.744,75,2392 MHz,[N/A],72.69 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:02:24.744,73,2398 MHz,[N/A],62.01 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:02:29.746,74,2418 MHz,[N/A],55.40 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:02:34.747,74,2418 MHz,[N/A],54.93 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:02:39.747,74,2418 MHz,[N/A],56.10 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:02:49.749,75,2385 MHz,[N/A],76.73 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:02:54.750,79,2385 MHz,[N/A],75.87 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:02:59.751,79,2385 MHz,[N/A],77.28 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:03:04.752,78,2392 MHz,[N/A],77.34 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:03:09.753,82,2379 MHz,[N/A],73.20 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:03:14.754,80,2385 MHz,[N/A],76.74 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:03:19.755,80,2379 MHz,[N/A],76.92 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:03:24.756,84,2385 MHz,[N/A],76.93 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:03:29.757,77,2418 MHz,[N/A],56.43 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:03:34.758,76,2418 MHz,[N/A],56.93 W,95 %,Not Active,Not Active,Not Active
2026/09/08 00:03:39.759,73,2418 MHz,[N/A],44.69 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:03:44.759,72,2424 MHz,[N/A],43.56 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:03:54.760,73,2398 MHz,[N/A],75.26 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:03:59.761,77,2385 MHz,[N/A],76.60 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:04:04.762,77,2392 MHz,[N/A],77.84 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:04:09.762,77,2405 MHz,[N/A],67.31 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:04:14.763,80,2398 MHz,[N/A],63.45 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:04:19.764,82,2385 MHz,[N/A],74.19 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:04:24.765,84,2379 MHz,[N/A],76.41 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:04:29.766,84,2392 MHz,[N/A],65.19 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:04:34.766,78,2418 MHz,[N/A],55.48 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:04:39.767,77,2418 MHz,[N/A],54.46 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:04:44.767,76,2418 MHz,[N/A],54.53 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:04:49.768,76,2418 MHz,[N/A],60.22 W,96 %,Not Active,Not Active,Not Active
2026/09/08 00:04:54.769,75,2418 MHz,[N/A],60.05 W,96 %,Not Active,Not Active,Not Active
