timestamp_America_Phoenix,gpu_temp_c,sm_clock,memory_clock,power,utilization,sw_thermal_slowdown,hw_thermal_slowdown,sw_power_cap
2026/09/07 22:16:11.201,70,2522 MHz,[N/A],45.82 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:16:16.201,70,2522 MHz,[N/A],45.89 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:16:26.204,70,2509 MHz,[N/A],57.64 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:16:31.205,72,2496 MHz,[N/A],59.72 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:16:36.206,71,2489 MHz,[N/A],59.91 W,95 %,Not Active,Not Active,Not Active
2026/09/07 22:16:41.207,73,2483 MHz,[N/A],60.54 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:16:46.208,73,2489 MHz,[N/A],58.55 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:16:51.209,73,2489 MHz,[N/A],59.88 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:16:56.210,74,2489 MHz,[N/A],59.93 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:17:01.210,75,2489 MHz,[N/A],60.22 W,95 %,Not Active,Not Active,Not Active
2026/09/07 22:17:06.212,72,2496 MHz,[N/A],46.18 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:17:11.213,72,2502 MHz,[N/A],46.01 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:17:16.213,72,2522 MHz,[N/A],43.53 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:17:21.214,71,2522 MHz,[N/A],43.10 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:17:31.216,72,2489 MHz,[N/A],59.37 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:17:36.217,74,2489 MHz,[N/A],59.92 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:17:41.218,73,2489 MHz,[N/A],59.02 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:17:46.219,76,2489 MHz,[N/A],59.33 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:17:51.220,75,2489 MHz,[N/A],58.62 W,94 %,Not Active,Not Active,Not Active
2026/09/07 22:17:56.221,75,2489 MHz,[N/A],59.31 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:18:01.222,75,2489 MHz,[N/A],57.66 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:18:06.224,75,2489 MHz,[N/A],59.71 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:18:11.225,74,2496 MHz,[N/A],54.99 W,95 %,Not Active,Not Active,Not Active
2026/09/07 22:18:16.226,74,2496 MHz,[N/A],49.17 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:18:21.227,74,2496 MHz,[N/A],49.25 W,95 %,Not Active,Not Active,Not Active
2026/09/07 22:18:26.228,73,2496 MHz,[N/A],48.10 W,95 %,Not Active,Not Active,Not Active
2026/09/07 22:18:31.229,73,2496 MHz,[N/A],45.10 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:19:46.242,75,2489 MHz,[N/A],52.12 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:19:51.243,76,2483 MHz,[N/A],61.24 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:19:56.244,74,2496 MHz,[N/A],44.27 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:20:01.245,74,2496 MHz,[N/A],44.36 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:20:11.246,76,2489 MHz,[N/A],60.86 W,95 %,Not Active,Not Active,Not Active
2026/09/07 22:20:16.247,78,2483 MHz,[N/A],61.79 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:20:21.248,77,2483 MHz,[N/A],62.59 W,95 %,Not Active,Not Active,Not Active
2026/09/07 22:20:26.249,76,2483 MHz,[N/A],61.44 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:20:31.250,74,2496 MHz,[N/A],44.07 W,95 %,Not Active,Not Active,Not Active
2026/09/07 22:20:36.251,74,2496 MHz,[N/A],43.69 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:20:46.253,74,2489 MHz,[N/A],59.08 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:20:51.254,76,2489 MHz,[N/A],61.19 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:20:56.254,76,2489 MHz,[N/A],59.49 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:21:01.255,76,2489 MHz,[N/A],60.77 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:21:06.255,75,2496 MHz,[N/A],46.90 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:21:11.256,75,2496 MHz,[N/A],47.36 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:21:16.257,74,2496 MHz,[N/A],47.09 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:21:21.258,74,2496 MHz,[N/A],45.41 W,95 %,Not Active,Not Active,Not Active
2026/09/07 22:21:31.260,75,2489 MHz,[N/A],60.20 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:21:36.261,76,2489 MHz,[N/A],60.81 W,95 %,Not Active,Not Active,Not Active
2026/09/07 22:21:41.261,76,2489 MHz,[N/A],61.62 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:21:46.262,76,2483 MHz,[N/A],61.71 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:21:51.263,78,2489 MHz,[N/A],60.44 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:21:56.264,76,2489 MHz,[N/A],60.52 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:22:01.265,76,2483 MHz,[N/A],60.48 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:22:06.266,76,2483 MHz,[N/A],57.13 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:22:11.266,73,2496 MHz,[N/A],43.37 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:22:16.267,73,2515 MHz,[N/A],45.33 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:22:26.268,71,2515 MHz,[N/A],56.61 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:22:31.270,72,2489 MHz,[N/A],59.54 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:22:36.270,73,2489 MHz,[N/A],58.46 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:22:41.271,73,2489 MHz,[N/A],58.59 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:22:46.272,73,2489 MHz,[N/A],58.80 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:22:51.273,74,2489 MHz,[N/A],58.42 W,94 %,Not Active,Not Active,Not Active
2026/09/07 22:22:56.275,73,2489 MHz,[N/A],58.72 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:23:01.276,74,2489 MHz,[N/A],58.99 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:23:06.277,75,2489 MHz,[N/A],59.06 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:23:11.279,72,2496 MHz,[N/A],49.14 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:23:16.280,72,2522 MHz,[N/A],48.81 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:23:21.281,72,2522 MHz,[N/A],47.91 W,96 %,Not Active,Not Active,Not Active
2026/09/07 22:23:26.282,71,2522 MHz,[N/A],45.95 W,95 %,Not Active,Not Active,Not Active
