timestamp_America_Phoenix,gpu_temp_c,sm_clock,memory_clock,power,utilization,sw_thermal_slowdown,hw_thermal_slowdown,sw_power_cap
2026/09/07 23:06:44.167,81,2372 MHz,[N/A],74.74 W,95 %,Not Active,Not Active,Not Active
2026/09/07 23:06:49.168,80,2385 MHz,[N/A],73.00 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:06:54.168,80,2385 MHz,[N/A],73.66 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:06:59.169,80,2385 MHz,[N/A],72.75 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:07:04.170,82,2379 MHz,[N/A],73.65 W,94 %,Not Active,Not Active,Not Active
2026/09/07 23:07:09.171,79,2379 MHz,[N/A],71.69 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:07:14.172,77,2418 MHz,[N/A],56.81 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:07:19.173,76,2418 MHz,[N/A],56.43 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:07:24.173,75,2418 MHz,[N/A],49.99 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:07:34.175,75,2392 MHz,[N/A],73.88 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:07:39.176,76,2392 MHz,[N/A],73.26 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:07:44.178,77,2392 MHz,[N/A],73.77 W,95 %,Not Active,Not Active,Not Active
2026/09/07 23:07:49.179,79,2398 MHz,[N/A],73.14 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:07:54.180,79,2385 MHz,[N/A],72.87 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:07:59.181,79,2392 MHz,[N/A],72.52 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:08:04.183,81,2392 MHz,[N/A],73.46 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:08:09.183,82,2385 MHz,[N/A],73.32 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:08:14.184,79,2385 MHz,[N/A],72.43 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:08:19.185,79,2385 MHz,[N/A],72.05 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:08:24.186,77,2392 MHz,[N/A],69.43 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:08:29.187,78,2398 MHz,[N/A],70.05 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:08:34.187,75,2418 MHz,[N/A],54.22 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:08:39.189,74,2418 MHz,[N/A],59.50 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:08:44.189,73,2418 MHz,[N/A],56.34 W,96 %,Not Active,Not Active,Not Active
2026/09/07 23:08:49.190,71,2418 MHz,[N/A],55.37 W,95 %,Not Active,Not Active,Not Active
2026/09/07 23:08:54.192,69,2437 MHz,[N/A],43.38 W,95 %,Not Active,Not Active,Not Active
